trade_id,trade_date,settlement_date,counterparty,asset,trade_type,currency,expected_amounts,settled_amount,status,break_amount,abs_break_amount,risk_level,break_direction
TRD007864,2025-03-03,2025-03-07,DEUTSCHE BANK,AAPL,BUY,GBP,3136664.74,4237434.49,SETTLED,-1100769.75,1100769.75,high,over payment
TRD007865,2025-10-28,2025-10-30,UBS,RELIANCE,BUY,JPY,1582560.66,1647160.56,SETTLED,-64599.90000000014,64599.90000000014,low,over payment
TRD007876,2025-08-08,2025-08-10,CITI BANK,RELIANCE,BUY,JPY,2718434.28,3430009.27,MISMATCHED,-711574.9900000002,711574.9900000002,medium,over payment
TRD007877,2025-08-27,2025-08-28,DEUTSCHE BANK,SENSEX,BUY,JPY,3269235.84,3933211.95,SETTLED,-663976.1100000003,663976.1100000003,medium,over payment
TRD007880,2025-01-01,2025-01-03,HSBC,AAPL,SELL,EUR,224797.18,217910.53,PENDING,6886.649999999994,6886.649999999994,low,underpayment
TRD007883,2025-03-08,2025-03-13,BARCLAYS,TCS,SELL,EUR,2748561.88,1852256.85,PENDING,896305.0299999998,896305.0299999998,medium,underpayment
TRD007885,2025-12-18,2025-12-23,MORGAN STANLEY,GOOGL,BUY,JPY,524198.51,569327.37,SETTLED,-45128.859999999986,45128.859999999986,low,over payment
TRD007893,2025-02-07,2025-02-09,UBS,TSLA,SELL,INR,4008411.31,4072445.43,SETTLED,-64034.12000000011,64034.12000000011,low,over payment
TRD007900,2025-08-13,2025-08-15,JP MORGAN,AAPL,BUY,EUR,4424748.81,4237797.73,SETTLED,186951.07999999914,186951.07999999914,medium,underpayment
TRD007905,2025-09-20,2025-09-24,UBS,NIFTY50,SELL,EUR,221683.66,239885.95,MISMATCHED,-18202.290000000008,18202.290000000008,low,over payment
TRD007925,2025-09-03,2025-09-07,BARCLAYS,NIFTY50,SELL,EUR,4702044.77,5604408.64,MISMATCHED,-902363.8700000001,902363.8700000001,medium,over payment
TRD007936,2025-07-12,2025-07-15,CITI BANK,GOOGL,SELL,USD,610324.17,603537.23,SETTLED,6786.9400000000605,6786.9400000000605,low,underpayment
TRD007961,2025-05-14,2025-05-16,MORGAN STANLEY,SENSEX,BUY,USD,4394526.85,3231181.79,SETTLED,1163345.0599999996,1163345.0599999996,high,underpayment
TRD007963,2025-04-29,2025-05-01,HSBC,SENSEX,BUY,EUR,645765.56,817283.26,SETTLED,-171517.69999999995,171517.69999999995,medium,over payment
TRD007965,2025-12-12,2025-12-16,HSBC,RELIANCE,SELL,USD,2991932.07,3930494.32,PENDING,-938562.25,938562.25,medium,over payment
TRD007966,2025-02-08,2025-02-13,BARCLAYS,NIFTY50,BUY,EUR,155822.05,90637.57,SETTLED,65184.47999999998,65184.47999999998,low,underpayment
TRD007969,2025-10-10,2025-10-12,JP MORGAN,AMZN,SELL,EUR,2102256.61,1242159.52,SETTLED,860097.0899999999,860097.0899999999,medium,underpayment
TRD007974,2025-06-15,2025-06-18,CITI BANK,RELIANCE,BUY,USD,4529341.1,6726826.75,SETTLED,-2197485.6500000004,2197485.6500000004,high,over payment
TRD007985,2025-01-04,2025-01-06,GOLDMAN SACHS,AAPL,BUY,EUR,2193919.81,1939792.96,PENDING,254126.8500000001,254126.8500000001,medium,underpayment
TRD007995,2025-05-23,2025-05-24,HSBC,NIFTY50,BUY,JPY,584903.73,688089.09,SETTLED,-103185.35999999999,103185.35999999999,medium,over payment
TRD007999,2025-05-02,2025-05-04,UBS,MSFT,BUY,USD,4542279.3,2987761.84,SETTLED,1554517.46,1554517.46,high,underpayment
TRD008009,2025-11-16,2025-11-19,HSBC,TSLA,SELL,USD,3467855.68,4357995.15,SETTLED,-890139.4700000002,890139.4700000002,medium,over payment
TRD008010,2025-06-30,2025-07-02,DEUTSCHE BANK,NIFTY50,SELL,EUR,199516.33,171028.48,SETTLED,28487.849999999977,28487.849999999977,low,underpayment
TRD008014,2025-05-22,2025-05-25,GOLDMAN SACHS,MSFT,BUY,GBP,1106967.86,1433715.27,SETTLED,-326747.4099999999,326747.4099999999,medium,over payment
TRD008015,2025-04-10,2025-04-14,MORGAN STANLEY,SENSEX,BUY,USD,3385691.49,4525058.14,SETTLED,-1139366.6499999994,1139366.6499999994,high,over payment
TRD008020,2025-05-09,2025-05-10,GOLDMAN SACHS,AAPL,BUY,INR,4470562.75,4418110.42,SETTLED,52452.330000000075,52452.330000000075,low,underpayment
TRD008026,2025-03-09,2025-03-13,GOLDMAN SACHS,GOOGL,BUY,EUR,2031004.58,1243526.87,SETTLED,787477.71,787477.71,medium,underpayment
TRD008027,2025-12-14,2025-12-17,JP MORGAN,NIFTY50,SELL,GBP,4131260.66,5051512.41,MISMATCHED,-920251.75,920251.75,medium,over payment
TRD008035,2025-04-02,2025-04-06,JP MORGAN,AMZN,SELL,JPY,3972126.74,3473077.46,SETTLED,499049.28000000026,499049.28000000026,medium,underpayment
TRD008053,2025-12-11,2025-12-14,DEUTSCHE BANK,NIFTY50,BUY,INR,4801371.53,3181421.68,SETTLED,1619949.85,1619949.85,high,underpayment
TRD008054,2025-06-16,2025-06-17,GOLDMAN SACHS,NIFTY50,SELL,JPY,3466153.63,5046588.66,SETTLED,-1580435.0300000003,1580435.0300000003,high,over payment
TRD008059,2025-06-16,2025-06-21,CITI BANK,MSFT,BUY,JPY,2403759.49,2544232.13,SETTLED,-140472.63999999966,140472.63999999966,medium,over payment
TRD008066,2025-11-02,2025-11-03,HSBC,SENSEX,BUY,JPY,75265.76,88726.65,SETTLED,-13460.89,13460.89,low,over payment
TRD008069,2025-11-22,2025-11-26,UBS,NIFTY50,BUY,INR,2246167.95,2549674.83,SETTLED,-303506.8799999999,303506.8799999999,medium,over payment
TRD008075,2025-12-29,2026-01-03,DEUTSCHE BANK,AAPL,BUY,USD,4166523.14,3827256.79,SETTLED,339266.3500000001,339266.3500000001,medium,underpayment
TRD008076,2025-03-09,2025-03-13,HSBC,GOOGL,BUY,GBP,1250544.95,909635.64,SETTLED,340909.30999999994,340909.30999999994,medium,underpayment
TRD008078,2025-07-11,2025-07-16,MORGAN STANLEY,INFY,SELL,USD,2926388.73,3228271.61,FAILED,-301882.8799999999,301882.8799999999,medium,over payment
TRD008090,2025-07-14,2025-07-16,HSBC,TSLA,SELL,INR,4421341.62,6504855.88,MISMATCHED,-2083514.2599999998,2083514.2599999998,high,over payment
TRD008093,2025-09-07,2025-09-11,UBS,AMZN,SELL,INR,2929729.39,2626666.83,SETTLED,303062.56000000006,303062.56000000006,medium,underpayment
TRD008099,2025-06-02,2025-06-06,BARCLAYS,TCS,SELL,INR,2204333.96,2527161.07,SETTLED,-322827.10999999987,322827.10999999987,medium,over payment
TRD008118,2025-02-07,2025-02-12,MORGAN STANLEY,RELIANCE,BUY,EUR,1211675.04,1369109.71,SETTLED,-157434.66999999993,157434.66999999993,medium,over payment
TRD008126,2025-09-06,2025-09-07,BARCLAYS,AAPL,BUY,JPY,2214.43,2096.19,SETTLED,118.23999999999978,118.23999999999978,low,underpayment
TRD008145,2025-10-06,2025-10-11,CITI BANK,INFY,BUY,INR,4754755.82,4328700.92,SETTLED,426054.9000000004,426054.9000000004,medium,underpayment
TRD008153,2025-11-16,2025-11-19,BARCLAYS,TCS,SELL,JPY,516630.66,636882.78,SETTLED,-120252.12000000005,120252.12000000005,medium,over payment
TRD008154,2025-04-12,2025-04-16,UBS,SENSEX,SELL,JPY,4715160.53,3841455.69,PENDING,873704.8400000003,873704.8400000003,medium,underpayment
TRD008159,2025-04-09,2025-04-11,UBS,RELIANCE,BUY,JPY,2012071.1,2735988.99,SETTLED,-723917.8900000001,723917.8900000001,medium,over payment
TRD008176,2025-10-12,2025-10-16,JP MORGAN,TCS,BUY,EUR,1441472.53,1059849.1,PENDING,381623.42999999993,381623.42999999993,medium,underpayment
TRD008181,2025-12-14,2025-12-19,BARCLAYS,SENSEX,BUY,USD,34934.08,19800.7,SETTLED,15133.380000000001,15133.380000000001,low,underpayment
TRD008183,2025-12-18,2025-12-23,MORGAN STANLEY,INFY,BUY,JPY,345881.05,475738.98,FAILED,-129857.93,129857.93,medium,over payment
TRD008202,2025-12-23,2025-12-28,BARCLAYS,GOOGL,BUY,JPY,2037618.95,2267259.55,SETTLED,-229640.59999999986,229640.59999999986,medium,over payment
TRD008213,2025-12-08,2025-12-10,MORGAN STANLEY,MSFT,BUY,GBP,80174.52,113887.09,SETTLED,-33712.56999999999,33712.56999999999,low,over payment
TRD008219,2025-06-18,2025-06-20,HSBC,GOOGL,BUY,USD,1476249.19,1591443.92,SETTLED,-115194.72999999998,115194.72999999998,medium,over payment
TRD008228,2025-07-28,2025-08-01,DEUTSCHE BANK,NIFTY50,SELL,USD,629885.88,764753.44,SETTLED,-134867.55999999994,134867.55999999994,medium,over payment
TRD008231,2025-09-19,2025-09-24,JP MORGAN,MSFT,SELL,EUR,1015764.8,1021891.16,FAILED,-6126.359999999986,6126.359999999986,low,over payment
TRD008232,2025-12-21,2025-12-26,JP MORGAN,MSFT,BUY,JPY,2259893.35,1276342.03,SETTLED,983551.3200000001,983551.3200000001,medium,underpayment
TRD008233,2025-07-16,2025-07-19,GOLDMAN SACHS,AMZN,SELL,INR,3984940.57,2773854.97,SETTLED,1211085.5999999996,1211085.5999999996,high,underpayment
TRD008235,2025-05-11,2025-05-15,DEUTSCHE BANK,MSFT,SELL,USD,485489.72,470624.04,FAILED,14865.679999999993,14865.679999999993,low,underpayment
TRD008242,2025-07-07,2025-07-10,CITI BANK,RELIANCE,SELL,EUR,3387031.89,3285137.89,MISMATCHED,101894.0,101894.0,medium,underpayment
TRD008243,2025-07-11,2025-07-16,CITI BANK,TSLA,BUY,GBP,123109.99,79167.55,PENDING,43942.44,43942.44,low,underpayment
TRD008251,2025-06-12,2025-06-13,BARCLAYS,MSFT,SELL,INR,4607367.22,5535106.26,PENDING,-927739.04,927739.04,medium,over payment
TRD008255,2025-12-08,2025-12-10,MORGAN STANLEY,NIFTY50,SELL,INR,2064784.15,2708534.79,MISMATCHED,-643750.6400000001,643750.6400000001,medium,over payment
TRD008257,2025-10-23,2025-10-25,MORGAN STANLEY,AAPL,SELL,EUR,1259821.7,1832835.92,FAILED,-573014.22,573014.22,medium,over payment
TRD008260,2025-06-02,2025-06-07,CITI BANK,AMZN,BUY,GBP,3967893.47,5244153.68,SETTLED,-1276260.2099999995,1276260.2099999995,high,over payment
TRD008274,2025-09-14,2025-09-16,GOLDMAN SACHS,TSLA,SELL,JPY,2945091.18,1593087.74,SETTLED,1352003.4400000002,1352003.4400000002,high,underpayment
TRD008278,2025-08-13,2025-08-18,DEUTSCHE BANK,AAPL,BUY,USD,2112806.5,2706858.12,SETTLED,-594051.6200000001,594051.6200000001,medium,over payment
TRD008281,2025-02-04,2025-02-08,DEUTSCHE BANK,AAPL,SELL,GBP,1678450.45,2335068.22,SETTLED,-656617.7700000003,656617.7700000003,medium,over payment
TRD008287,2025-08-17,2025-08-19,HSBC,MSFT,SELL,JPY,2206930.41,2167324.71,SETTLED,39605.700000000186,39605.700000000186,low,underpayment
TRD008290,2025-07-14,2025-07-18,BARCLAYS,AAPL,SELL,JPY,2552453.21,1493911.72,PENDING,1058541.49,1058541.49,high,underpayment
TRD008300,2025-06-16,2025-06-19,MORGAN STANLEY,MSFT,SELL,EUR,4142822.77,2719386.68,SETTLED,1423436.0899999999,1423436.0899999999,high,underpayment
TRD008307,2025-11-09,2025-11-13,CITI BANK,MSFT,SELL,EUR,893965.75,929969.68,FAILED,-36003.93000000005,36003.93000000005,low,over payment
TRD008310,2025-11-03,2025-11-08,MORGAN STANLEY,AAPL,BUY,JPY,2543185.92,1307894.14,FAILED,1235291.78,1235291.78,high,underpayment
TRD008312,2025-12-25,2025-12-26,JP MORGAN,INFY,BUY,INR,1354102.36,1685167.71,SETTLED,-331065.34999999986,331065.34999999986,medium,over payment
TRD008327,2025-08-05,2025-08-09,HSBC,SENSEX,BUY,INR,630577.26,859070.91,SETTLED,-228493.65000000002,228493.65000000002,medium,over payment
TRD008334,2025-06-22,2025-06-25,GOLDMAN SACHS,TCS,SELL,INR,2159593.7,1980057.56,SETTLED,179536.14000000013,179536.14000000013,medium,underpayment
TRD008342,2025-04-24,2025-04-29,DEUTSCHE BANK,AMZN,SELL,INR,2772891.08,2311012.15,SETTLED,461878.93000000017,461878.93000000017,medium,underpayment
TRD008351,2025-08-28,2025-08-31,HSBC,NIFTY50,SELL,GBP,4150333.39,2520758.47,FAILED,1629574.92,1629574.92,high,underpayment
TRD008364,2025-01-26,2025-01-29,UBS,AAPL,SELL,INR,2267399.66,2815422.39,SETTLED,-548022.73,548022.73,medium,over payment
TRD008374,2025-05-14,2025-05-15,MORGAN STANLEY,MSFT,SELL,USD,3717977.8,2122269.54,MISMATCHED,1595708.2599999998,1595708.2599999998,high,underpayment
TRD008396,2025-05-19,2025-05-20,DEUTSCHE BANK,MSFT,SELL,GBP,3520817.7,4834673.51,SETTLED,-1313855.8099999996,1313855.8099999996,high,over payment
TRD008412,2025-03-03,2025-03-05,DEUTSCHE BANK,TSLA,SELL,USD,4903260.45,7045121.81,SETTLED,-2141861.3599999994,2141861.3599999994,high,over payment
TRD008418,2025-09-12,2025-09-17,BARCLAYS,SENSEX,BUY,EUR,2853845.19,3336184.98,SETTLED,-482339.79000000004,482339.79000000004,medium,over payment
TRD008419,2025-07-13,2025-07-16,JP MORGAN,NIFTY50,SELL,INR,3803763.33,2169560.19,PENDING,1634203.1400000001,1634203.1400000001,high,underpayment
TRD008424,2025-08-21,2025-08-22,HSBC,GOOGL,BUY,EUR,58618.54,37999.83,PENDING,20618.71,20618.71,low,underpayment
TRD008441,2025-06-04,2025-06-06,GOLDMAN SACHS,NIFTY50,BUY,USD,1351022.27,1833718.28,SETTLED,-482696.01,482696.01,medium,over payment
TRD008450,2025-08-09,2025-08-12,UBS,RELIANCE,SELL,INR,3928547.34,4002470.96,SETTLED,-73923.62000000011,73923.62000000011,low,over payment
TRD008469,2025-07-17,2025-07-20,DEUTSCHE BANK,TCS,BUY,EUR,1475360.75,1259793.7,SETTLED,215567.05000000005,215567.05000000005,medium,underpayment
TRD008474,2025-06-21,2025-06-22,DEUTSCHE BANK,SENSEX,SELL,USD,856341.29,441208.21,SETTLED,415133.08,415133.08,medium,underpayment
TRD008477,2025-10-01,2025-10-03,HSBC,AMZN,BUY,USD,426917.19,422237.46,SETTLED,4679.729999999981,4679.729999999981,low,underpayment
TRD008508,2025-10-13,2025-10-15,CITI BANK,MSFT,SELL,USD,2981317.16,3447363.91,SETTLED,-466046.75,466046.75,medium,over payment
TRD008513,2025-05-25,2025-05-29,GOLDMAN SACHS,TSLA,SELL,USD,3563294.44,2919320.66,SETTLED,643973.7799999998,643973.7799999998,medium,underpayment
TRD008518,2025-09-05,2025-09-10,DEUTSCHE BANK,AMZN,BUY,JPY,4616574.24,5578504.66,SETTLED,-961930.4199999999,961930.4199999999,medium,over payment
TRD008519,2025-10-13,2025-10-17,BARCLAYS,RELIANCE,BUY,EUR,2287125.73,2745676.04,SETTLED,-458550.31000000006,458550.31000000006,medium,over payment
TRD008526,2025-10-22,2025-10-23,MORGAN STANLEY,INFY,SELL,EUR,113499.13,132489.61,SETTLED,-18990.47999999998,18990.47999999998,low,over payment
TRD008530,2025-12-12,2025-12-16,UBS,RELIANCE,SELL,EUR,3176149.79,2622804.8,SETTLED,553344.9900000002,553344.9900000002,medium,underpayment
TRD008536,2025-05-29,2025-06-02,MORGAN STANLEY,GOOGL,SELL,JPY,1620153.87,1279026.52,MISMATCHED,341127.3500000001,341127.3500000001,medium,underpayment
TRD008548,2025-10-24,2025-10-27,JP MORGAN,RELIANCE,BUY,JPY,1868877.83,1514006.63,SETTLED,354871.2000000002,354871.2000000002,medium,underpayment
TRD008564,2025-06-16,2025-06-19,UBS,TSLA,SELL,GBP,4409392.15,3205561.14,SETTLED,1203831.0100000002,1203831.0100000002,high,underpayment
TRD008567,2025-04-12,2025-04-13,BARCLAYS,GOOGL,BUY,GBP,4595272.35,6835734.06,SETTLED,-2240461.71,2240461.71,high,over payment
TRD008568,2025-04-12,2025-04-14,JP MORGAN,AMZN,SELL,JPY,4499647.81,5040474.59,MISMATCHED,-540826.7800000003,540826.7800000003,medium,over payment
TRD008580,2025-07-24,2025-07-26,DEUTSCHE BANK,TSLA,BUY,JPY,308653.63,311364.1,SETTLED,-2710.469999999972,2710.469999999972,low,over payment
TRD008582,2025-11-22,2025-11-24,BARCLAYS,MSFT,BUY,GBP,3842336.93,4604006.64,SETTLED,-761669.7099999995,761669.7099999995,medium,over payment
TRD008584,2025-06-11,2025-06-13,JP MORGAN,NIFTY50,SELL,EUR,1108414.23,1449190.49,SETTLED,-340776.26,340776.26,medium,over payment
TRD008589,2025-02-18,2025-02-23,MORGAN STANLEY,SENSEX,SELL,INR,2565873.01,1935787.58,PENDING,630085.4299999997,630085.4299999997,medium,underpayment
TRD008592,2025-08-14,2025-08-16,BARCLAYS,RELIANCE,SELL,JPY,48685.23,33963.86,PENDING,14721.370000000003,14721.370000000003,low,underpayment
TRD008601,2025-03-10,2025-03-14,HSBC,INFY,BUY,INR,2092396.83,1202906.79,PENDING,889490.04,889490.04,medium,underpayment
TRD008612,2025-10-09,2025-10-10,BARCLAYS,MSFT,BUY,USD,4555167.48,3362075.17,SETTLED,1193092.3100000005,1193092.3100000005,high,underpayment
TRD008617,2025-04-06,2025-04-09,JP MORGAN,INFY,SELL,EUR,4791680.1,7136790.73,SETTLED,-2345110.630000001,2345110.630000001,high,over payment
TRD008625,2025-07-07,2025-07-10,CITI BANK,AAPL,SELL,USD,102987.65,114462.59,SETTLED,-11474.940000000002,11474.940000000002,low,over payment
TRD008638,2025-03-25,2025-03-29,CITI BANK,INFY,BUY,EUR,2285662.74,1477967.23,SETTLED,807695.5100000002,807695.5100000002,medium,underpayment
TRD008641,2025-03-12,2025-03-13,JP MORGAN,TCS,BUY,USD,4135963.58,5306086.64,SETTLED,-1170123.0599999996,1170123.0599999996,high,over payment
TRD008649,2025-02-24,2025-02-28,CITI BANK,NIFTY50,SELL,JPY,3593300.1,3580461.19,SETTLED,12838.910000000149,12838.910000000149,low,underpayment
TRD008654,2025-08-10,2025-08-11,JP MORGAN,RELIANCE,BUY,USD,2919707.48,2025925.16,SETTLED,893782.3200000001,893782.3200000001,medium,underpayment
TRD008656,2025-08-26,2025-08-29,CITI BANK,AAPL,BUY,EUR,2245109.7,2388834.41,SETTLED,-143724.70999999996,143724.70999999996,medium,over payment
TRD008668,2025-03-12,2025-03-14,MORGAN STANLEY,TCS,BUY,JPY,888231.69,573671.38,PENDING,314560.30999999994,314560.30999999994,medium,underpayment
TRD008681,2025-07-15,2025-07-20,GOLDMAN SACHS,MSFT,BUY,EUR,47198.7,34590.52,SETTLED,12608.18,12608.18,low,underpayment
TRD008683,2025-03-11,2025-03-12,MORGAN STANLEY,MSFT,BUY,EUR,881795.84,1081399.03,SETTLED,-199603.19000000006,199603.19000000006,medium,over payment
TRD008684,2025-07-04,2025-07-06,CITI BANK,SENSEX,BUY,INR,3031476.99,3194868.85,SETTLED,-163391.85999999987,163391.85999999987,medium,over payment
TRD008694,2025-04-11,2025-04-16,HSBC,AAPL,SELL,INR,61337.61,68949.15,SETTLED,-7611.539999999994,7611.539999999994,low,over payment
TRD008701,2025-06-14,2025-06-15,CITI BANK,NIFTY50,BUY,EUR,4639575.25,2422636.49,SETTLED,2216938.76,2216938.76,high,underpayment
TRD008703,2025-01-12,2025-01-13,UBS,AMZN,BUY,EUR,1615570.69,2173967.54,SETTLED,-558396.8500000001,558396.8500000001,medium,over payment
TRD008704,2025-08-29,2025-09-03,CITI BANK,AAPL,SELL,GBP,1187034.56,1542556.51,SETTLED,-355521.94999999995,355521.94999999995,medium,over payment
TRD008706,2025-12-06,2025-12-11,JP MORGAN,NIFTY50,BUY,GBP,2522600.78,3730851.31,SETTLED,-1208250.5300000003,1208250.5300000003,high,over payment
TRD008708,2025-03-16,2025-03-19,HSBC,MSFT,BUY,EUR,2516592.82,2910700.02,FAILED,-394107.2000000002,394107.2000000002,medium,over payment
TRD008713,2025-08-01,2025-08-04,DEUTSCHE BANK,AMZN,SELL,EUR,3320964.57,1840564.08,SETTLED,1480400.4899999998,1480400.4899999998,high,underpayment
TRD008721,2025-05-19,2025-05-23,BARCLAYS,INFY,SELL,USD,1566940.45,1595494.71,PENDING,-28554.26000000001,28554.26000000001,low,over payment
TRD008740,2025-02-06,2025-02-10,GOLDMAN SACHS,GOOGL,BUY,INR,2954177.85,2791477.01,SETTLED,162700.84000000032,162700.84000000032,medium,underpayment
TRD008749,2025-01-16,2025-01-17,HSBC,INFY,SELL,EUR,618738.88,719137.78,SETTLED,-100398.90000000002,100398.90000000002,medium,over payment
TRD008750,2025-06-02,2025-06-07,UBS,INFY,BUY,EUR,506040.2,293295.42,SETTLED,212744.78000000003,212744.78000000003,medium,underpayment
TRD008761,2025-04-27,2025-04-29,UBS,TCS,BUY,USD,99033.05,96354.64,SETTLED,2678.4100000000035,2678.4100000000035,low,underpayment
TRD008763,2025-10-02,2025-10-04,GOLDMAN SACHS,AAPL,BUY,INR,2616267.59,2285154.72,SETTLED,331112.86999999965,331112.86999999965,medium,underpayment
TRD008769,2025-05-03,2025-05-06,JP MORGAN,AAPL,SELL,EUR,1993397.56,2553918.13,SETTLED,-560520.5699999998,560520.5699999998,medium,over payment
TRD008777,2025-10-08,2025-10-12,HSBC,GOOGL,SELL,USD,4868486.98,6479688.48,MISMATCHED,-1611201.5,1611201.5,high,over payment
TRD008778,2025-02-25,2025-02-27,BARCLAYS,NIFTY50,SELL,USD,1153962.56,1027252.51,SETTLED,126710.05000000005,126710.05000000005,medium,underpayment
TRD008780,2025-05-01,2025-05-03,CITI BANK,AMZN,SELL,EUR,1695510.66,1735273.23,FAILED,-39762.570000000065,39762.570000000065,low,over payment
TRD008805,2025-01-27,2025-01-30,GOLDMAN SACHS,TSLA,BUY,INR,3433565.47,2941879.34,SETTLED,491686.13000000035,491686.13000000035,medium,underpayment
TRD008808,2025-02-25,2025-03-01,BARCLAYS,AMZN,SELL,INR,3839536.75,3089459.19,SETTLED,750077.56,750077.56,medium,underpayment
TRD008811,2025-09-27,2025-09-28,CITI BANK,NIFTY50,SELL,USD,1016149.89,830484.61,PENDING,185665.28000000003,185665.28000000003,medium,underpayment
TRD008815,2025-09-30,2025-10-01,UBS,RELIANCE,SELL,JPY,3273451.35,3246244.87,SETTLED,27206.47999999998,27206.47999999998,low,underpayment
TRD008817,2025-08-16,2025-08-18,JP MORGAN,AAPL,BUY,USD,2931325.59,4343241.66,FAILED,-1411916.0700000003,1411916.0700000003,high,over payment
TRD008823,2025-11-10,2025-11-12,UBS,AMZN,SELL,EUR,636785.09,934512.33,SETTLED,-297727.24,297727.24,medium,over payment
TRD008837,2025-10-21,2025-10-23,BARCLAYS,NIFTY50,BUY,INR,2515838.54,1332544.54,PENDING,1183294.0,1183294.0,high,underpayment
TRD008838,2025-01-29,2025-02-02,DEUTSCHE BANK,GOOGL,BUY,GBP,2921539.72,1696896.77,SETTLED,1224642.9500000002,1224642.9500000002,high,underpayment
TRD008839,2025-07-24,2025-07-29,MORGAN STANLEY,RELIANCE,SELL,EUR,4601064.73,3313437.75,SETTLED,1287626.9800000004,1287626.9800000004,high,underpayment
TRD008842,2025-01-22,2025-01-23,HSBC,GOOGL,SELL,INR,4268296.01,2280658.85,SETTLED,1987637.1599999997,1987637.1599999997,high,underpayment
TRD008844,2025-10-20,2025-10-21,HSBC,INFY,BUY,EUR,4381585.45,2438024.59,SETTLED,1943560.8600000003,1943560.8600000003,high,underpayment
TRD008853,2025-06-23,2025-06-24,CITI BANK,AAPL,BUY,GBP,145954.72,111684.61,SETTLED,34270.11,34270.11,low,underpayment
TRD008860,2025-01-24,2025-01-25,GOLDMAN SACHS,SENSEX,BUY,GBP,3110525.37,2533615.9,SETTLED,576909.4700000002,576909.4700000002,medium,underpayment
TRD008864,2025-11-20,2025-11-23,HSBC,AAPL,SELL,JPY,3078506.36,2266217.35,SETTLED,812289.0099999998,812289.0099999998,medium,underpayment
TRD008876,2025-02-22,2025-02-27,GOLDMAN SACHS,INFY,BUY,JPY,563408.16,616656.14,SETTLED,-53247.97999999998,53247.97999999998,low,over payment
TRD008894,2025-12-06,2025-12-08,CITI BANK,AAPL,SELL,USD,2469741.23,2009604.27,PENDING,460136.95999999996,460136.95999999996,medium,underpayment
TRD008897,2025-10-09,2025-10-14,GOLDMAN SACHS,AAPL,BUY,GBP,1611080.8,1362757.12,PENDING,248323.67999999993,248323.67999999993,medium,underpayment
TRD008918,2025-10-03,2025-10-05,HSBC,TSLA,SELL,INR,4146079.72,5912033.05,SETTLED,-1765953.3299999996,1765953.3299999996,high,over payment
TRD008920,2025-12-03,2025-12-04,MORGAN STANLEY,AAPL,SELL,USD,2854694.27,4274912.48,PENDING,-1420218.2100000004,1420218.2100000004,high,over payment
TRD008927,2025-01-23,2025-01-28,UBS,MSFT,SELL,GBP,2968459.11,1918062.85,FAILED,1050396.2599999998,1050396.2599999998,high,underpayment
TRD008941,2025-08-01,2025-08-03,UBS,MSFT,BUY,GBP,2312344.87,3265035.0,SETTLED,-952690.1299999999,952690.1299999999,medium,over payment
TRD008949,2025-06-15,2025-06-17,JP MORGAN,RELIANCE,SELL,INR,1229505.81,719991.31,SETTLED,509514.5,509514.5,medium,underpayment
TRD008950,2025-02-04,2025-02-06,HSBC,AMZN,BUY,EUR,2885218.79,4299482.54,SETTLED,-1414263.75,1414263.75,high,over payment
TRD008955,2025-11-09,2025-11-12,DEUTSCHE BANK,SENSEX,BUY,USD,1696677.95,1301055.73,SETTLED,395622.22,395622.22,medium,underpayment
TRD008956,2025-01-12,2025-01-16,JP MORGAN,NIFTY50,BUY,EUR,1614095.85,1311817.4,MISMATCHED,302278.4500000002,302278.4500000002,medium,underpayment
TRD008969,2025-09-06,2025-09-11,CITI BANK,MSFT,SELL,JPY,2857126.3,1806784.37,SETTLED,1050341.9299999997,1050341.9299999997,high,underpayment
TRD008979,2025-05-27,2025-05-30,DEUTSCHE BANK,TSLA,SELL,EUR,3219209.27,2985396.21,FAILED,233813.06000000006,233813.06000000006,medium,underpayment
TRD008984,2025-09-28,2025-10-03,JP MORGAN,AMZN,BUY,EUR,2767585.08,2685031.19,PENDING,82553.89000000013,82553.89000000013,low,underpayment
TRD008987,2025-04-11,2025-04-13,MORGAN STANLEY,NIFTY50,SELL,INR,1880832.91,2032679.46,PENDING,-151846.55000000005,151846.55000000005,medium,over payment
TRD008989,2025-12-31,2026-01-04,DEUTSCHE BANK,AAPL,BUY,EUR,4090105.87,5707935.32,PENDING,-1617829.4500000002,1617829.4500000002,high,over payment
TRD008991,2025-02-10,2025-02-15,JP MORGAN,AAPL,SELL,JPY,1261657.73,1316160.91,PENDING,-54503.179999999935,54503.179999999935,low,over payment
TRD008994,2025-07-21,2025-07-24,JP MORGAN,AAPL,BUY,JPY,2383363.15,3256659.64,SETTLED,-873296.4900000002,873296.4900000002,medium,over payment
TRD008996,2025-06-08,2025-06-11,DEUTSCHE BANK,TSLA,SELL,EUR,2575132.55,1639610.0,SETTLED,935522.5499999998,935522.5499999998,medium,underpayment
TRD008997,2025-03-31,2025-04-04,UBS,INFY,BUY,USD,827686.76,436580.2,SETTLED,391106.56,391106.56,medium,underpayment
TRD008998,2025-12-14,2025-12-18,UBS,TCS,SELL,JPY,4888586.35,6276066.29,PENDING,-1387479.9400000004,1387479.9400000004,high,over payment
TRD008999,2025-11-28,2025-11-30,UBS,MSFT,SELL,JPY,540514.85,490882.72,SETTLED,49632.130000000005,49632.130000000005,low,underpayment
